entry_time,exit_time,duration_minutes,ticker,direction,position_size_usd,weight,influence_score,signal_reason,tweet_snippet,gross_return,net_return,transaction_cost,pnl,capital
2025-08-04 14:25:32,2025-08-04 14:51:01,25.5,USO,SHORT,14314.53,0.14320106766860233,-0.005893438948886614,CorrelationDiscovery:+tweet_embedding_37,"Sydney Sweeney, a registered Republican, has the “HOTTEST” ad out there. It’s for American Eagle, and the jeans are “fly",-0.002491149862331162,-0.0027202715706009257,3.2810473250284193,-38.95457932585983,99961.04542067414
2025-08-04 14:50:57,2025-08-08 14:33:59,5743.0,DIA,LONG,9865.7,0.09866426170121811,0.0013748063400347206,CorrelationDiscovery:+tweet_embedding_251,"India is not only buying massive amounts of Russian Oil, they are then, for much of the Oil purchased, selling it on the",0.003357379429245538,0.003199516610523589,1.5569351120535289,31.555497316291465,99992.60091799044
2025-08-04 14:28:20,2025-08-08 14:34:37,5766.3,UUP,LONG,14361.33,0.14373366944542781,0.010622646469900526,CorrelationDiscovery:+tweet_embedding_349,"Sydney Sweeney, a registered Republican, has the “HOTTEST” ad out there. It’s for American Eagle, and the jeans are “fly",-0.005082592121982231,-0.005312565993094915,3.305254260589811,-76.35381053675285,99916.24710745369
2025-08-08 14:34:37,2025-08-12 13:49:36,5715.0,UUP,LONG,14358.59,0.14373366944542781,0.006638279874729745,CorrelationDiscovery:+tweet_embedding_349,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundr",-0.0010946907498632051,-0.0013246646209758896,3.3027303862703947,-19.023944216561556,99897.22316323713
2025-08-08 14:33:58,2025-08-12 14:16:27,5742.5,SPY,SHORT,14399.11,0.1439830303613899,-0.008417150077993853,CorrelationDiscovery:-tweet_embedding_137,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundr",0.0077654367469878445,0.007535063898409621,3.313568999975814,108.38062862312132,100005.60379186025
2025-08-08 14:33:59,2025-08-12 14:16:28,5742.5,DIA,SHORT,14365.96,0.14353186893031986,-0.008070129166747984,CorrelationDiscovery:+tweet_embedding_251,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundr",0.006036626723943061,0.005806975733654549,3.2964082972897617,83.35327867095536,100088.9570705312
2025-08-12 13:49:36,2025-08-12 14:20:01,30.4,UUP,SHORT,14386.81,0.14373366944542781,-0.006164410723524082,CorrelationDiscovery:+tweet_embedding_349,Jerome “Too Late” Powell must NOW lower the rate. Steve “Manouychin” really gave me a “beauty”when he pushed this loser.,0.0005479452054794728,0.0003179713343667883,3.3084393120915827,4.5743842882995915,100093.5314548195
2025-08-12 14:16:27,2025-08-12 14:24:10,7.7,SPY,SHORT,12970.06,0.12958472732525092,-0.012288919088705655,CorrelationDiscovery:-tweet_embedding_137,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",-0.00010896807235470094,-0.0003163036360751024,2.689265207419383,-4.102645721812149,100089.42880909769
2025-08-12 14:16:28,2025-08-12 14:24:10,7.7,DIA,SHORT,14365.22,0.14353186893031986,-0.005311190735014897,CorrelationDiscovery:+tweet_embedding_251,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",-0.00015731397622322857,-0.0003869649665117404,3.2991713572770562,-5.559147522862102,100083.86966157483
2025-08-12 14:17:51,2025-08-12 14:24:18,6.5,IEF,LONG,14384.13,0.14372659871099522,0.03694802378310331,CorrelationDiscovery:-tweet_embedding_263,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",-5.2443885043105344e-05,-0.0002824064429806977,3.3079456662615696,-4.062335962691217,100079.80732561214
2025-08-12 14:16:46,2025-08-12 14:25:15,8.5,TLT,SHORT,14397.36,0.14386710890340215,-0.03554033595596571,CorrelationDiscovery:+tweet_embedding_pca_0,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",-0.0001727115716753088,-0.00040289894592075227,3.314282134558277,-5.80101659734686,100074.00630901479
2025-08-12 14:20:01,2025-08-12 14:28:52,8.8,UUP,SHORT,15822.69,0.15810703638997062,-0.009203295339965016,CorrelationDiscovery:+tweet_embedding_349,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.0003650967506388467,0.00011212549241489367,4.002613588960649,1.774094902162536,100075.78040391696
2025-08-12 14:24:10,2025-08-18 14:09:14,8625.1,SPY,SHORT,14410.42,0.1439830303613899,-0.01223708075408065,CorrelationDiscovery:-tweet_embedding_137,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.0008095653256943295,0.0005791924771161056,3.319491704518576,8.345708424287873,100084.12611234124
2025-08-12 14:28:52,2025-08-25 13:14:51,18646.0,UUP,SHORT,14603.56,0.14586729560576076,-0.007438889225472371,CorrelationDiscovery:+tweet_embedding_349,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.0023722627737226745,0.0021388751007534574,3.4072268265052927,31.22543932640607,100115.35155166764
2025-08-25 13:14:51,2025-09-23 13:51:14,41796.4,UUP,LONG,17101.15,0.17098741661019454,0.005240308151124646,CorrelationDiscovery:+tweet_embedding_349,"I PAID ZERO FOR INTEL, IT IS WORTH APPROXIMATELY 11 BILLION DOLLARS. All goes to the USA. Why are “stupid” people unhapp",-0.005643546331694926,-0.005917126198271237,4.68326745956123,-101.2921196478149,100014.05943201983
2025-08-04 14:51:01,2025-10-07 12:52:52,92041.9,USO,SHORT,14226.22,0.14320106766860233,-0.011560755535597832,CorrelationDiscovery:+tweet_embedding_37,"India is not only buying massive amounts of Russian Oil, they are then, for much of the Oil purchased, selling it on the",-0.04652996845425857,-0.046759090162528334,3.2815086216465827,-669.6893047254629,99344.37012729437
2025-08-12 14:24:10,2025-10-08 14:57:47,82113.6,DIA,SHORT,12911.75,0.12917868203728788,-0.004290513010672619,CorrelationDiscovery:+tweet_embedding_251,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.04760620364126772,0.04739951775000806,2.6524361714085134,608.2862967627179,99952.65642405709
2025-08-18 14:09:14,2025-10-08 14:57:49,73488.6,SPY,SHORT,16662.16,0.16545661312173499,-0.009619050159697318,CorrelationDiscovery:-tweet_embedding_137,"I’ve settled 6 Wars in 6 months, one of them a possible Nuclear disaster, and yet I have to read listen to the Wall Stre",0.045703440980648366,0.04543871039965359,4.378068816008408,751.4575773332534,100704.11400139034
2025-10-07 12:52:52,2025-10-08 14:58:02,1565.2,USO,SHORT,13002.94,0.1288809609017421,-0.007113181336447504,CorrelationDiscovery:+tweet_embedding_37,"VOTE TODAY! It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great P",0.014612627515853157,0.01440641797841037,2.6763612072953085,186.97863683534428,100891.09263822567
2025-08-12 14:24:18,2025-10-24 09:30:53,104826.6,IEF,LONG,14783.85,0.14605110509756083,0.03802238146617803,CorrelationDiscovery:-tweet_embedding_263,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.022814286463523487,0.02258060469536739,3.412948048035,332.73098120877614,101223.82361943445
2025-08-12 14:25:15,2025-10-24 09:30:53,104825.6,TLT,SHORT,14660.57,0.1437211238259643,-0.03425737402032647,CorrelationDiscovery:+tweet_embedding_pca_0,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.054068060114009414,0.05383810631588787,3.3049218294077516,783.2368615916723,102007.06048102613
2025-08-12 14:28:28,2025-10-24 09:30:53,104822.4,SHY,LONG,14680.19,0.14380570633934492,0.04705773458581939,CorrelationDiscovery:-tweet_embedding_108,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its Gen",0.005442999697611163,0.005212910567468211,3.308812988121269,76.46921405971763,102083.52969508585
2025-09-23 13:51:14,2025-10-24 09:30:53,44379.7,UUP,SHORT,5502.47,0.05383869442295337,-0.0006293710085382143,CorrelationDiscovery:+tweet_embedding_349,After reviewing the details of the unserious and ridiculous demands being made by the Minority Radical Left Democrats in,0.021786891248626965,0.02170074933755024,0.46377680274690664,119.26827234300129,102202.79796742885
2025-10-08 14:57:47,2025-10-24 09:30:53,22713.1,DIA,LONG,15000.42,0.14661842341661893,0.011770291302418625,CorrelationDiscovery:+tweet_embedding_251,Congressman Chris Smith is a fantastic Representative for the wonderful people of New Jersey’s 4th Congressional Distric,0.007337796086508789,0.0071032066090421985,3.4395139336279885,106.44022349514044,102309.23819092399
2025-10-08 14:58:02,2025-10-24 09:30:53,22712.8,USO,LONG,16783.84,0.16402062597687905,0.0018494183698509168,CorrelationDiscovery:+tweet_embedding_37,Congressman Chris Smith is a fantastic Representative for the wonderful people of New Jersey’s 4th Congressional Distric,0.001358695652174029,0.0010962626506110225,4.304442519335561,18.39619201327332,102327.63438293726
2025-10-10 14:57:56,2025-10-24 09:30:53,19833.0,NVDA,SHORT,17911.08,0.17550682672139417,-0.09159814055540079,CorrelationDiscovery:+tweet_embedding_pca_39,"Some very strange things are happening in China! They are becoming very hostile, and sending letters to Countries throug",-0.014984480359627588,-0.015265291282381818,4.928423396130146,-274.1523947199906,102053.48198821727
2025-10-10 14:57:56,2025-10-24 09:30:53,19833.0,AMD,SHORT,18232.95,0.17523389314202495,-0.019793211171255518,CorrelationDiscovery:-tweet_embedding_153,"Some very strange things are happening in China! They are becoming very hostile, and sending letters to Countries throug",0.11187820043891733,0.11159782620989009,4.913106768913726,1995.7294772701823,104049.21146548746
